,id_jogo,Jogadora,#,set_1,set_2,set_3,set_4,set_5,Pontos_Tot,BP,V-P,Saques_Tot,Saques_Err,Saques_Ace,Rec_Tot,Rec_Err,Rec_%Pos,Rec_%_Exc.,At_Tot,At_Err,At_Blk,At_Exc.,% Exc. ,Block_Pts
838,428,ANA  CAMARGO (L),5,,*,*,*,,-,-,-1,-,-,-,6,1,33%,17%,-,-,-,-,.,-
839,428,ANA CRISTINA VILELA PORTO ,6,1,1,1,1,,2,2,1,15,1,1,-,-,.,.,-,-,-,-,.,1
840,428,VALESKA  MENEZES,8,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
841,428,SIQUEIRA  ALINE WIME,9,*,*,*,,,2,-,-1,4,2,-,-,-,.,.,6,-,1,2,33%,-
842,428,VIVIANE  GOES,10,,*,3,3,,5,1,4,10,1,-,-,-,.,.,4,-,-,3,75%,2
843,428,LAZCANO JULIETA,11,6,6,6,6,,7,1,5,12,-,-,-,-,.,.,14,1,1,5,36%,2
844,428,SABRINA  MACHADO,12,4,4,4,4,,12,2,2,9,2,-,-,-,.,.,30,4,4,11,37%,1
845,428,GALON MARIANA,14,*,*,,*,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
846,428,PRISCILA SOUZA,16,2,2,5,5,,16,3,7,15,1,1,32,3,44%,28%,33,3,2,15,45%,-
847,428,ISABELA PAQUIARDI,17,5,5,2,2,,7,2,1,12,-,1,30,-,60%,33%,28,4,2,6,21%,-
848,428,JULIANA PAES JULIANA (L),18,*,*,,,,-,-,-3,-,-,-,18,3,44%,17%,-,-,-,-,.,-
849,428,IARLA  COSSUL ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
850,428,NAIANE RIOS ,,*,,*,*,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
851,428,SANTOS LARA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
852,428,GLAYCE VASCONCELOS ,,,*,,,,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
853,428,GABRIELA CANDIDO,,,,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
854,428,SARAELEN LIMA,,,,,*,,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
855,428,EDINARA BRANCHER,,*,,*,,,3,-,2,2,-,-,-,-,.,.,7,-,1,3,43%,-
856,428,TIFANNY ABREU ,,4,3,4,3,,20,7,7,14,2,-,13,-,54%,23%,42,8,3,16,38%,4
857,428,VALQUIRIA DULLIUS,,5,4,5,4,,12,6,7,16,2,1,-,-,.,.,13,2,1,9,69%,2
858,428,ANDRESSA  PICUSSA ,,2,1,2,1,,11,5,8,11,2,1,-,-,.,.,18,1,-,9,50%,1
859,428,DIOUF VALENTINA,,6,5,6,5,,16,4,8,14,2,1,-,-,.,.,32,5,1,14,44%,1
860,428,JOSEFA FABIOLA ALVES,,3,2,3,2,,3,3,3,15,-,3,-,-,.,.,-,-,-,-,.,-
861,428,VANESSA JANKE,,1,6,1,6,,8,2,4,14,1,-,44,3,43%,16%,15,-,-,6,40%,2
862,428,JULIA DIAS  (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
863,428,YOANA PALACIO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
864,428,TASSIA  STHAEL (L),,*,*,*,*,,-,-,-,-,-,-,19,-,89%,58%,-,-,-,-,.,-
865,428,ARLENE XAVIER (L),,,*,*,*,,1,1,1,6,-,1,1,-,100%,100%,-,-,-,-,.,-
866,427,MAYHARA SILVA ,2,3,5,5,5,,7,3,5,5,-,-,-,-,.,.,12,2,-,4,33%,3
867,427,NATIELE GONCALVES ,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
868,427,KOSHELEVA TATYANA,5,5,1,1,1,,13,5,4,13,-,-,2,-,0%,0%,31,5,4,11,35%,2
869,427,BARRETO JUCYELE,6,6,2,2,2,,9,3,8,17,-,2,-,-,.,.,11,1,-,5,45%,2
870,427,CAROLINA LEITE ,7,*,*,,*,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
871,427,LAGE VITORIA (L),9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
872,427,GABRIELLA SOUZA  (L),11,*,*,*,*,,-,-,-,-,-,-,15,-,33%,20%,-,-,-,-,.,-
873,427,ROBERTA RATZKE,12,1,3,3,3,,5,3,5,12,-,1,1,-,0%,0%,3,-,-,2,67%,2
874,427,KASIELY  CLEMENTE,13,*,*,,*,,-,-,-2,1,1,-,2,1,50%,50%,-,-,-,-,.,-
875,427,MONIQUE  PAVAO,15,4,6,6,6,,6,3,2,11,-,-,38,1,45%,26%,18,1,2,4,22%,2
876,427,YONKAIRA   ISABEL,16,2,4,4,4,,18,7,9,15,1,-,22,-,27%,14%,47,2,6,18,38%,-
877,427,DRUSSYLA COSTA ,17,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
878,427,MIKAELLA COSTA,18,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
879,427,LINDA JESSICA COSTA,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
880,427,ANA BEATRIZ  CORREA,20,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
881,427,LARA NOBRE,,1,6,1,6,,8,3,6,8,-,1,-,-,.,.,15,-,2,5,33%,2
882,427,GIOVANA GASPARINI,,2,1,2,1,,2,1,2,14,-,1,-,-,.,.,3,-,-,1,33%,-
883,427,PAMELA SANABIO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
884,427,MARCELLA AMARAL,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
885,427,PRISCILA  DAROIT,,6,5,6,5,,16,8,8,12,3,1,13,-,62%,31%,32,3,2,13,41%,2
886,427,LARISSA GONGRA,,*,*,,*,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
887,427,JOYCE GOMES,,5,4,5,4,,18,9,11,11,1,1,-,-,.,.,42,4,2,15,36%,2
888,427,ARIANNE TOLENTINO,,*,*,*,*,,2,2,2,1,-,-,-,-,.,.,4,-,-,2,50%,-
889,427,VIVIAN LIMA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
890,427,SASSA GONZAGA (L),,*,*,*,*,,-,-,-1,-,-,-,13,1,54%,31%,-,-,-,-,.,-
891,427,THAIS SOUZA,,3,2,3,2,,6,3,-1,24,2,-,43,-,42%,23%,20,1,4,5,25%,1
892,427,CAROL WON HELD,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
893,427,CARLA SANTOS,,,,*,,,3,-,-,2,1,-,3,-,0%,0%,8,1,1,3,38%,-
894,427,GABRIELLA DUTRA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
895,427,GIOVANNA FANT,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
896,427,STEPHANY CARVALHO (L),,*,*,*,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
897,427,LETICIA HAGE,,4,3,4,3,,14,6,14,11,-,1,-,-,.,.,14,-,-,8,57%,5
898,427,JULIANA CARRIJO,,*,*,*,*,,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-
899,427,JULIA MOURA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
900,426,MAGGIONI ROSANE ,1,,*,*,,,1,-,1,-,-,-,-,-,.,.,-,-,-,-,.,1
901,426,ODILON  JULIANA ,3,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
902,426,FERREIRA LAIZA,5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
903,426,ARIELE FERREIRA ,8,6,,,,,-,-,-3,-,-,-,5,1,20%,20%,3,1,1,-,0%,-
904,426,PRISCILA  HELDES,9,5,1,3,,,2,-,1,10,1,-,-,-,.,.,2,-,-,1,50%,1
905,426,LOFF RAQUEL,10,,*,5,,,4,3,3,9,-,2,-,-,.,.,4,-,1,1,25%,1
906,426,IVNA COLOMBO IVNA,11,2,2,4,,,11,3,5,10,-,-,32,2,44%,22%,26,2,2,11,42%,-
907,426,MOHR PAULA,12,3,5,1,,,12,4,5,9,1,-,25,3,52%,24%,21,1,2,11,52%,1
908,426,ARIANE HELENA,13,*,4,6,,,7,3,-,8,3,-,-,-,.,.,17,2,2,5,29%,2
909,426,ADRIANI  VILVERT ,15,4,6,2,,,10,4,8,9,1,1,-,-,.,.,9,1,-,4,44%,5
910,426,GUTH ANA PÁULA ,17,1,3,,,,3,1,1,6,1,-,1,-,100%,100%,4,-,1,2,50%,1
911,426,PAPINI  SILVANA  (L),18,*,*,*,,,-,-,-,-,-,-,6,-,67%,50%,-,-,-,-,.,-
912,426,WALEWSKA  OLIVEIRA,,1,2,2,,,8,3,6,22,1,1,-,-,.,.,7,-,1,5,71%,2
913,426,ALBUQUERQUE CAROLINA,,,*,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
914,426,ZENI GABRIELA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
915,426,PEQUENO PAULA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
916,426,ANGELA LEYVA ANGELA,,3,4,4,,,10,5,3,9,1,2,30,1,33%,7%,18,1,4,7,39%,1
917,426,ERICA  MOTA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
918,426,DOMINGAS  ARAUJO ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
919,426,CLAUDIA  BUENO,,5,6,6,,,2,1,2,9,-,-,-,-,.,.,1,-,-,1,100%,1
920,426,VIVIANE BRAUN,,,,*,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
921,426,LORENNE  TEIXEIRA,,,*,*,,,1,-,1,-,-,-,-,-,.,.,1,-,-,1,100%,-
922,426,COSTA MARIANA,,6,1,1,,,7,-,3,9,1,-,15,1,53%,33%,14,1,1,6,43%,1
923,426,NATALIA MARTINS NATALIA,,4,5,5,,,14,10,10,13,-,2,-,-,.,.,13,1,3,8,62%,4
924,426,CRUZ NATASHA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
925,426,MAYARA SANTANA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
926,426,CAMILA  BRAIT (L),,*,*,*,,,-,-,-1,-,-,-,9,1,67%,22%,-,-,-,-,.,-
927,426,HOOKER DESTINEE,,2,3,3,,,15,6,7,11,2,1,-,-,.,.,39,3,3,14,36%,-
928,429,DANIELA TERRA (L),2,*,*,*,*,*,-,-,-,-,-,-,27,-,67%,52%,-,-,-,-,.,-
929,429,SILVA NATÁLIA ,3,*,*,,*,,3,2,3,3,-,2,-,-,.,.,1,-,-,1,100%,-
930,429,ALESSANDRA SANTOS,4,6,5,5,2,2,13,6,8,12,3,-,18,-,67%,44%,24,2,-,12,50%,1
931,429,FERNANDA CAMPOS FERNANDA,5,1,3,,,,4,3,1,3,-,-,1,1,0%,0%,8,-,2,3,38%,1
932,429,RENATA COLOMBO,6,5,4,4,4,4,15,6,2,9,1,-,-,-,.,.,56,4,8,12,21%,3
933,429,BARRETO  MARIANA ,7,2,1,*,1,1,4,2,-,19,1,1,-,-,.,.,5,3,-,1,20%,2
934,429,FERNANDES DA SILVA  NATÁLIA ,8,3,2,2,5,5,14,7,-,18,6,-,42,2,50%,19%,41,5,1,14,34%,-
935,429,ANGELICA MALINVERNO,9,,*,6,6,6,8,2,4,12,3,1,-,-,.,.,12,-,1,6,50%,1
936,429,EMILCE SOSA EMILCE,10,4,6,3,3,3,11,4,6,21,2,2,2,1,50%,50%,15,-,2,8,53%,1
937,429,LIMA GABRIELLE,11,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
938,429,EDUARDA SILVA EDUARDA (L),13,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
939,429,DIANA MAXIMILIANO  DIANA,14,*,*,1,,,2,-,1,3,-,-,-,-,.,.,5,1,-,2,40%,-
940,429,MACEDO  EDUARDA,20,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
941,429,GABRIELA  PONTES,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
942,429,DIANA DUARTE,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
943,429,SEGOVIA DAYANA,,4,4,4,4,4,13,4,7,10,1,-,-,-,.,.,32,2,3,9,28%,4
944,429,KARINA  BARBOSA,,,*,,*,*,-,-,-1,-,-,-,3,-,100%,67%,2,1,-,-,0%,-
945,429,BIS MILENA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
946,429,FERNANDA ISIS DA SILVA,,3,3,3,3,3,13,6,9,11,2,1,-,-,.,.,19,1,1,10,53%,2
947,429,NAYRA CABRAL  NAYRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
948,429,FERNANDA TOMÉ,,5,5,5,5,5,15,5,3,14,1,1,18,1,61%,44%,47,7,3,11,23%,3
949,429,ASSIS FLAVIA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
950,429,DAYSE FIGUEIREDO,,6,6,6,6,6,4,2,3,13,1,1,12,-,83%,58%,12,-,-,3,25%,-
951,429,ANDRESSA KRACHEFSKI (L),,*,*,*,*,*,-,-,-1,-,-,-,23,1,78%,48%,-,-,-,-,.,-
952,429,LETICIA  SCHERER,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
953,429,ANA FLAVIA GALVÃO,,,*,,*,,-,-,-1,3,1,-,-,-,.,.,-,-,-,-,.,-
954,429,SONALY   CIDRÃO ,,2,2,2,2,2,13,5,5,27,-,1,28,4,50%,25%,31,2,2,10,32%,2
955,429,MARIA ALEJANDRA VERHELEST,,1,1,1,1,1,4,1,1,18,2,-,-,-,.,.,4,1,-,3,75%,1
956,429,PAULINA  DE SOUZA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
957,429,KISY  CESARIO,,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
958,429,MARIA EDUARDA OLIVEIRA,,,*,,*,,5,3,5,2,-,-,-,-,.,.,5,-,-,3,60%,2
959,430,MILKA MARCILIA ,1,6,5,6,5,6,17,5,16,15,-,-,-,-,.,.,22,1,-,14,64%,3
960,430,NATALIA ARAUJO  (L),2,*,*,*,*,*,-,-,-1,-,-,-,24,1,88%,50%,-,-,-,-,.,-
961,430,DANIELLE LINS ,3,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
962,430,MAIRA  CIPRIANO CLARO ,4,2,1,2,1,2,10,6,5,15,-,-,43,2,74%,16%,17,-,3,5,29%,5
963,430,JACKELINE  SANTOS,5,*,*,*,,*,-,-,-,5,-,-,-,-,.,.,-,-,-,-,.,-
964,430,THAISA  DAHER DE MENEZES,6,3,2,3,2,3,13,4,7,20,3,-,1,1,0%,0%,12,1,1,9,75%,4
965,430,LAYS  FREITAS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
966,430,VIVIAN  PELLEGRINO,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
967,430,TAINARA SANTOS ,10,*,*,*,,,-,-,-1,3,-,-,3,-,67%,33%,5,1,-,-,0%,-
968,430,AMANDA  FRANCISCO,13,5,4,5,4,5,3,2,-7,13,-,1,22,3,73%,14%,15,6,1,2,13%,-
969,430,SARA SILVA,14,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
970,430,JUMA   SILVA,16,1,6,1,6,1,3,2,2,20,1,-,-,-,.,.,4,-,-,2,50%,1
971,430,SKOWRONSKA KATARZYNA,17,4,3,4,3,4,26,10,11,18,1,1,-,-,.,.,62,8,6,23,37%,2
972,430,RODRIGUEZ ELINA,19,,,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
973,430,MARA  LEÃO,,,*,5,3,5,7,3,4,7,1,1,-,-,.,.,8,2,-,4,50%,2
974,430,CAROLINE  GATTAZ,,6,6,2,6,2,13,2,6,9,3,-,1,-,100%,0%,17,-,4,11,65%,2
975,430,MACRIS  CARNEIRO,,1,1,3,1,3,11,4,9,23,2,2,-,-,.,.,8,-,-,7,88%,2
976,430,LANA  CONCEIÇÃO,,5,5,1,5,1,23,12,15,19,2,4,38,-,50%,16%,39,5,1,17,44%,2
977,430,MARIA LUISA DE OIVEIRA,,*,,*,4,6,3,1,-2,4,-,-,2,-,100%,50%,16,4,1,2,13%,1
978,430,BRUNA  HONORIO,,4,4,6,,*,12,3,3,5,2,-,-,-,.,.,32,3,4,12,38%,-
979,430,GUIMARAES GABRIELA,,2,2,4,2,4,15,6,6,26,-,-,18,1,83%,28%,36,4,4,14,39%,1
980,430,ZILIO PEREIRA NATÁLIA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
981,430,GEORGIA CATTANI,,*,*,*,*,*,-,-,-2,6,2,-,8,-,100%,63%,-,-,-,-,.,-
982,430,MAYANY  SOUZA,,3,3,,,,1,-,-4,7,3,-,-,-,.,.,5,1,1,1,20%,-
983,430,LEIA  SILVA (L),,*,*,*,*,*,-,-,-1,-,-,-,37,1,70%,22%,-,-,-,-,.,-
984,430,BRUNA  COSTA,,,*,,*,*,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
985,432,MILKA MARCILIA ,1,6,6,6,,,8,1,5,6,2,-,-,-,.,.,9,1,-,7,78%,1
986,432,NATALIA ARAUJO  (L),2,*,*,*,,,-,-,-,-,-,-,17,-,71%,47%,-,-,-,-,.,-
987,432,DANIELLE LINS ,3,1,1,1,,,2,2,1,16,-,2,1,1,0%,0%,-,-,-,-,.,-
988,432,MAIRA  CIPRIANO CLARO ,4,2,2,2,,,5,2,2,14,1,-,23,-,70%,48%,11,1,1,5,45%,-
989,432,JACKELINE  SANTOS,5,*,*,,,,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
990,432,THAISA  DAHER DE MENEZES,6,3,3,3,,,13,8,8,16,4,3,1,-,100%,100%,11,1,-,6,55%,4
991,432,LAYS  FREITAS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
992,432,VIVIAN  PELLEGRINO,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
993,432,TAINARA SANTOS ,10,*,,*,,,-,-,-1,-,-,-,-,-,.,.,1,1,-,-,0%,-
994,432,AMANDA  FRANCISCO,13,5,5,5,,,11,6,9,9,-,1,7,-,71%,43%,23,-,2,9,39%,1
995,432,SARA SILVA,14,*,*,*,,,3,1,3,-,-,-,-,-,.,.,5,-,-,3,60%,-
996,432,JUMA   SILVA,16,*,*,*,,,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-
997,432,SKOWRONSKA KATARZYNA,17,4,4,4,,,13,4,10,7,-,-,-,-,.,.,23,1,2,11,48%,2
998,432,RODRIGUEZ ELINA,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
999,432,MAYHARA SILVA ,,4,3,4,,,7,2,4,7,2,-,1,-,100%,0%,8,1,-,5,63%,2
1000,432,NATIELE GONCALVES ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1001,432,KOSHELEVA TATYANA,,6,5,6,,,7,2,2,6,1,-,3,1,0%,0%,15,2,1,6,40%,1
1002,432,BARRETO JUCYELE,,1,6,1,,,7,3,7,7,-,-,-,-,.,.,9,-,-,5,56%,2
1003,432,CAROLINA LEITE ,,*,*,*,,,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-
1004,432,LAGE VITORIA (L),,*,*,*,,,-,-,-,-,-,-,6,-,50%,33%,-,-,-,-,.,-
1005,432,GABRIELLA SOUZA  (L),,*,*,*,,,-,-,-1,-,-,-,13,1,54%,46%,-,-,-,-,.,-
1006,432,ROBERTA RATZKE,,2,1,2,,,1,1,-,13,1,1,-,-,.,.,-,-,-,-,.,-
1007,432,KASIELY  CLEMENTE,,*,*,*,,,1,-,-3,4,2,-,1,-,100%,100%,4,-,2,1,25%,-
1008,432,MONIQUE  PAVAO,,5,4,5,,,9,1,3,12,-,-,23,1,70%,48%,21,2,3,9,43%,-
1009,432,YONKAIRA   ISABEL,,3,2,3,,,11,3,-,7,4,-,18,3,39%,11%,25,2,2,11,44%,-
1010,432,MIKAELLA COSTA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1011,432,LINDA JESSICA COSTA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1012,432,ANA BEATRIZ  CORREA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1013,433,DIANA DUARTE,2,,,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1014,433,SEGOVIA DAYANA,3,4,5,4,5,,23,10,14,10,-,-,-,-,.,.,36,2,7,20,56%,3
1015,433,KARINA  BARBOSA,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1016,433,FERNANDA ISIS DA SILVA,6,3,4,3,4,,15,3,10,16,2,1,1,-,0%,0%,28,-,3,13,46%,1
1017,433,FERNANDA TOMÉ,8,5,6,5,6,,16,7,13,9,-,-,18,-,67%,61%,34,2,1,12,35%,4
1018,433,ASSIS FLAVIA,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1019,433,DAYSE FIGUEIREDO,10,6,1,6,1,,10,4,9,12,-,-,19,1,58%,42%,14,-,-,7,50%,3
1020,433,ANDRESSA KRACHEFSKI (L),11,*,*,*,*,,-,-,-3,-,-,-,20,3,65%,40%,-,-,-,-,.,-
1021,433,ANA FLAVIA GALVÃO,13,*,*,,*,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
1022,433,SONALY   CIDRÃO ,14,2,3,2,3,,9,5,4,21,-,-,24,-,54%,42%,27,2,3,7,26%,2
1023,433,MARIA ALEJANDRA VERHELEST,15,1,2,1,2,,1,-,1,17,-,-,-,-,.,.,2,-,-,-,0%,1
1024,433,PAULINA  DE SOUZA,17,*,,*,,,1,1,-,6,-,1,3,1,67%,67%,-,-,-,-,.,-
1025,433,KISY  CESARIO,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1026,433,MARIA EDUARDA OLIVEIRA,20,*,*,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1027,433,MAGGIONI ROSANE ,,6,1,,*,,2,-,2,9,-,-,1,-,0%,0%,3,-,-,2,67%,-
1028,433,ODILON  JULIANA  (L),,,*,,,,1,-,1,-,-,-,-,-,.,.,1,-,-,1,100%,-
1029,433,FERREIRA LAIZA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1030,433,ARIELE FERREIRA ,,4,5,6,5,,10,1,-,12,-,-,25,-,44%,16%,30,5,5,10,33%,-
1031,433,PRISCILA  HELDES,,*,*,2,1,,2,2,1,20,1,2,-,-,.,.,1,-,-,-,0%,-
1032,433,LOFF RAQUEL,,*,*,,*,,2,2,1,4,-,-,-,-,.,.,2,1,-,1,50%,1
1033,433,IVNA COLOMBO IVNA,,3,4,5,4,,23,9,13,10,-,1,1,-,100%,100%,54,4,6,20,37%,2
1034,433,MOHR PAULA,,1,2,3,2,,16,4,8,17,2,1,55,2,45%,29%,31,3,1,14,45%,1
1035,433,ARIANE HELENA,,*,*,,*,,2,1,-,1,1,-,-,-,.,.,4,-,1,2,50%,-
1036,433,ADRIANI  VILVERT ,,5,6,1,6,,12,5,9,14,3,1,-,-,.,.,11,-,-,7,64%,4
1037,433,GUTH ANA PÁULA ,,2,3,4,3,,10,5,8,6,1,-,-,-,.,.,9,-,1,4,44%,6
1038,433,PAPINI  SILVANA  (L),,*,*,*,*,,-,-,-,-,-,-,10,-,50%,40%,-,-,-,-,.,-
1039,434,ROBERTA SILVA ROBERTA,1,5,5,5,6,,9,3,7,12,1,-,-,-,.,.,15,-,1,7,47%,2
1040,434,FRANCINE TOMAZONI,2,,,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1041,434,AMANDA  RODRIGUES,3,*,,*,,,-,-,-,5,-,-,-,-,.,.,-,-,-,-,.,-
1042,434,LORENA VIEZEL,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1043,434,DANIELSKI  NATALIA ,5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1044,434,ALINE SILVA ALINE,6,2,2,,,,5,2,4,4,1,-,1,-,0%,0%,3,-,-,3,100%,2
1045,434,LORRAYNA MARYS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1046,434,PAYNE  KELSIE ,8,3,3,*,*,,8,1,7,3,-,-,-,-,.,.,15,1,-,7,47%,1
1047,434,LYARA BATISTA,9,6,6,6,1,,2,1,2,17,-,1,-,-,.,.,3,-,-,1,33%,-
1048,434,MARI CASSEMIRO,10,*,*,3,4,,1,-,-3,7,1,-,22,-,59%,36%,16,1,2,1,6%,-
1049,434,CLARISSE PEIXOTO,11,1,1,1,2,,11,3,3,25,1,1,34,2,59%,32%,32,-,5,10,31%,-
1050,434,ÁLVAREZ  HERRERA ,12,4,4,4,5,,19,7,5,13,2,1,11,-,55%,45%,50,5,7,16,32%,2
1051,434,LETICIA HEMELLY (L),13,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1052,434,JULIANA PERDIGÃO (L),14,*,*,*,*,,-,-,-1,-,-,-,25,1,64%,44%,-,-,-,-,.,-
1053,434,CAMILA BARBOSA,15,,*,2,3,,9,3,7,7,1,-,1,-,100%,0%,13,1,-,6,46%,3
1054,434,PIETRA JUKOSKI PIETRA,16,*,,*,,,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
1055,434,BENTO  ELIS ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1056,434,TALIA  COSTA,,*,*,*,,,3,-,1,3,1,-,-,-,.,.,4,1,-,3,75%,-
1057,434,MARIANA  AQUINO,,5,3,,,,4,2,3,5,-,-,-,-,.,.,6,1,-,2,33%,2
1058,434,ANA  CAMARGO (L),,*,*,*,*,,-,-,-,-,-,-,14,-,71%,64%,-,-,-,-,.,-
1059,434,ANA CRISTINA VILELA PORTO ,,3,1,3,3,,2,2,1,21,1,1,-,-,.,.,1,-,-,-,0%,1
1060,434,VALESKA  MENEZES,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1061,434,SIQUEIRA  ALINE WIME,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1062,434,VIVIANE  GOES,,,*,5,5,,11,7,10,9,-,1,-,-,.,.,11,1,-,7,64%,3
1063,434,LASCANO JULIENTA,,2,6,2,2,,12,4,7,19,1,-,-,-,.,.,19,4,-,8,42%,4
1064,434,SABRINA  MACHADO,,6,4,6,6,,18,12,11,11,-,1,1,-,100%,0%,37,3,4,12,32%,5
1065,434,GALON MARIANA,,*,*,*,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
1066,434,PRISCILA SOUZA,,1,5,1,1,,20,4,14,12,1,-,35,2,63%,46%,37,1,2,19,51%,1
1067,434,ISABELA PAQUIARDI,,4,2,4,4,,10,2,2,17,1,-,37,1,73%,49%,38,3,3,10,26%,-
