id_jogo,Jogadora,#,set_1,set_2,set_3,set_4,set_5,Pontos_Tot,BP,V-P,Saques_Tot,Saques_Err,Saques_Ace,Rec_Tot,Rec_Err,Rec_%Pos,Rec_%_Exc.,At_Tot,At_Err,At_Blk,At_Exc.,% Exc. ,Block_Pts,time
426,ZENI GABRIELA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,PAULA PEQUENO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,ANGELA LEYVA ANGELA,,3,4,4,,,10,5,3,9,1,2,30,1,33%,7%,18,1,4,7,39%,1,OSASCO VOLEIBOL CLUBE/AUDAX
426,ERICA  MOTA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,DOMINGAS  ARAUJO ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,CLAUDIA  BUENO,,5,6,6,,,2,1,2,9,-,-,-,-,.,.,1,-,-,1,100%,1,OSASCO VOLEIBOL CLUBE/AUDAX
426,VIVIANE BRAUN,,,,*,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,LORENNE  TEIXEIRA,,,*,*,,,1,-,1,-,-,-,-,-,.,.,1,-,-,1,100%,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,MARIANA COSTA,,6,1,1,,,7,-,3,9,1,-,15,1,53%,33%,14,1,1,6,43%,1,OSASCO VOLEIBOL CLUBE/AUDAX
426,NATALIA MARTINS NATALIA,,4,5,5,,,14,10,10,13,-,2,-,-,.,.,13,1,3,8,62%,4,OSASCO VOLEIBOL CLUBE/AUDAX
426,NATASHA CRUZ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,MAYARA SANTANA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,CAMILA  BRAIT (L),,*,*,*,,,-,-,-1,-,-,-,9,1,67%,22%,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
426,HOOKER DESTINEE,,2,3,3,,,15,6,7,11,2,1,-,-,.,.,39,3,3,14,36%,-,OSASCO VOLEIBOL CLUBE/AUDAX
429,DANIELA TERRA (L),2,*,*,*,*,*,-,-,-,-,-,-,27,-,67%,52%,-,-,-,-,.,-,BRB/BRASILIA VOLEI
429,NATÁLIA SILVA,3,*,*,,*,,3,2,3,3,-,2,-,-,.,.,1,-,-,1,100%,-,BRB/BRASILIA VOLEI
429,ALESSANDRA SANTOS,4,6,5,5,2,2,13,6,8,12,3,-,18,-,67%,44%,24,2,-,12,50%,1,BRB/BRASILIA VOLEI
429,FERNANDA CAMPOS FERNANDA,5,1,3,,,,4,3,1,3,-,-,1,1,0%,0%,8,-,2,3,38%,1,BRB/BRASILIA VOLEI
429,RENATA COLOMBO,6,5,4,4,4,4,15,6,2,9,1,-,-,-,.,.,56,4,8,12,21%,3,BRB/BRASILIA VOLEI
429,MARIANA BARRETO,7,2,1,*,1,1,4,2,-,19,1,1,-,-,.,.,5,3,-,1,20%,2,BRB/BRASILIA VOLEI
429,NATÁLIA FERNANDES SILVA,8,3,2,2,5,5,14,7,-,18,6,-,42,2,50%,19%,41,5,1,14,34%,-,BRB/BRASILIA VOLEI
429,ANGELICA MALINVERNO,9,,*,6,6,6,8,2,4,12,3,1,-,-,.,.,12,-,1,6,50%,1,BRB/BRASILIA VOLEI
429,EMILCE SOSA EMILCE,10,4,6,3,3,3,11,4,6,21,2,2,2,1,50%,50%,15,-,2,8,53%,1,BRB/BRASILIA VOLEI
429,GABRIELLE LIMA,11,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
429,EDUARDA SILVA EDUARDA (L),13,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
429,DIANA MAXIMILIANO  DIANA,14,*,*,1,,,2,-,1,3,-,-,-,-,.,.,5,1,-,2,40%,-,BRB/BRASILIA VOLEI
429,EDUARDA MACEDO,20,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
429,GABRIELA  PONTES,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,DIANA DUARTE,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,DAYANA SEGOVIA,,4,4,4,4,4,13,4,7,10,1,-,-,-,.,.,32,2,3,9,28%,4,SAO CRISTOVAO SAUDE SAO CAETANO
429,KARINA  BARBOSA,,,*,,*,*,-,-,-1,-,-,-,3,-,100%,67%,2,1,-,-,0%,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,MILENA BIS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,FERNANDA ISIS DA SILVA,,3,3,3,3,3,13,6,9,11,2,1,-,-,.,.,19,1,1,10,53%,2,SAO CRISTOVAO SAUDE SAO CAETANO
429,NAYRA CABRAL  NAYRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,FERNANDA TOMÉ,,5,5,5,5,5,15,5,3,14,1,1,18,1,61%,44%,47,7,3,11,23%,3,SAO CRISTOVAO SAUDE SAO CAETANO
429,FLAVIA ASSIS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,DAYSE FIGUEIREDO,,6,6,6,6,6,4,2,3,13,1,1,12,-,83%,58%,12,-,-,3,25%,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,ANDRESSA KRACHEFSKI (L),,*,*,*,*,*,-,-,-1,-,-,-,23,1,78%,48%,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,LETICIA  SCHERER,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,ANA FLAVIA GALVÃO,,,*,,*,,-,-,-1,3,1,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,SONALY   CIDRÃO ,,2,2,2,2,2,13,5,5,27,-,1,28,4,50%,25%,31,2,2,10,32%,2,SAO CRISTOVAO SAUDE SAO CAETANO
429,MARIA ALEJANDRA VERHELEST,,1,1,1,1,1,4,1,1,18,2,-,-,-,.,.,4,1,-,3,75%,1,SAO CRISTOVAO SAUDE SAO CAETANO
429,PAULINA  DE SOUZA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,KISY  CESARIO,,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
429,MARIA EDUARDA OLIVEIRA,,,*,,*,,5,3,5,2,-,-,-,-,.,.,5,-,-,3,60%,2,SAO CRISTOVAO SAUDE SAO CAETANO
430,MILKA MARCILIA ,1,6,5,6,5,6,17,5,16,15,-,-,-,-,.,.,22,1,-,14,64%,3,HINODE BARUERI
430,NATALIA ARAUJO  (L),2,*,*,*,*,*,-,-,-1,-,-,-,24,1,88%,50%,-,-,-,-,.,-,HINODE BARUERI
430,DANIELLE LINS ,3,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
430,MAIRA  CIPRIANO CLARO ,4,2,1,2,1,2,10,6,5,15,-,-,43,2,74%,16%,17,-,3,5,29%,5,HINODE BARUERI
430,JACKELINE  SANTOS,5,*,*,*,,*,-,-,-,5,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
430,THAISA  DAHER DE MENEZES,6,3,2,3,2,3,13,4,7,20,3,-,1,1,0%,0%,12,1,1,9,75%,4,HINODE BARUERI
430,LAYS  FREITAS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
430,VIVIAN  PELLEGRINO,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
430,TAINARA SANTOS ,10,*,*,*,,,-,-,-1,3,-,-,3,-,67%,33%,5,1,-,-,0%,-,HINODE BARUERI
430,AMANDA  FRANCISCO,13,5,4,5,4,5,3,2,-7,13,-,1,22,3,73%,14%,15,6,1,2,13%,-,HINODE BARUERI
430,SARA SILVA,14,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
430,JUMA   SILVA,16,1,6,1,6,1,3,2,2,20,1,-,-,-,.,.,4,-,-,2,50%,1,HINODE BARUERI
430,KATARZYNA SKOWRONSKA,17,4,3,4,3,4,26,10,11,18,1,1,-,-,.,.,62,8,6,23,37%,2,HINODE BARUERI
430,ELINA RODRIGUEZ,19,,,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
430,MARA  LEÃO,,,*,5,3,5,7,3,4,7,1,1,-,-,.,.,8,2,-,4,50%,2,MINAS TENIS CLUBE
430,CAROLINE  GATTAZ,,6,6,2,6,2,13,2,6,9,3,-,1,-,100%,0%,17,-,4,11,65%,2,MINAS TENIS CLUBE
430,MACRIS  CARNEIRO,,1,1,3,1,3,11,4,9,23,2,2,-,-,.,.,8,-,-,7,88%,2,MINAS TENIS CLUBE
430,LANA  CONCEIÇÃO,,5,5,1,5,1,23,12,15,19,2,4,38,-,50%,16%,39,5,1,17,44%,2,MINAS TENIS CLUBE
430,MARIA LUISA DE OIVEIRA,,*,,*,4,6,3,1,-2,4,-,-,2,-,100%,50%,16,4,1,2,13%,1,MINAS TENIS CLUBE
430,BRUNA  HONORIO,,4,4,6,,*,12,3,3,5,2,-,-,-,.,.,32,3,4,12,38%,-,MINAS TENIS CLUBE
430,GABRIELA GUIMARAES,,2,2,4,2,4,15,6,6,26,-,-,18,1,83%,28%,36,4,4,14,39%,1,MINAS TENIS CLUBE
430,NATÁLIA ZILIO PEREIRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
430,GEORGIA CATTANI,,*,*,*,*,*,-,-,-2,6,2,-,8,-,100%,63%,-,-,-,-,.,-,MINAS TENIS CLUBE
430,MAYANY  SOUZA,,3,3,,,,1,-,-4,7,3,-,-,-,.,.,5,1,1,1,20%,-,MINAS TENIS CLUBE
430,LEIA  SILVA (L),,*,*,*,*,*,-,-,-1,-,-,-,37,1,70%,22%,-,-,-,-,.,-,MINAS TENIS CLUBE
430,BRUNA  COSTA,,,*,,*,*,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
432,MILKA MARCILIA ,1,6,6,6,,,8,1,5,6,2,-,-,-,.,.,9,1,-,7,78%,1,HINODE BARUERI
432,NATALIA ARAUJO  (L),2,*,*,*,,,-,-,-,-,-,-,17,-,71%,47%,-,-,-,-,.,-,HINODE BARUERI
432,DANIELLE LINS ,3,1,1,1,,,2,2,1,16,-,2,1,1,0%,0%,-,-,-,-,.,-,HINODE BARUERI
432,MAIRA  CIPRIANO CLARO ,4,2,2,2,,,5,2,2,14,1,-,23,-,70%,48%,11,1,1,5,45%,-,HINODE BARUERI
432,JACKELINE  SANTOS,5,*,*,,,,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
432,THAISA  DAHER DE MENEZES,6,3,3,3,,,13,8,8,16,4,3,1,-,100%,100%,11,1,-,6,55%,4,HINODE BARUERI
432,LAYS  FREITAS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
432,VIVIAN  PELLEGRINO,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
432,TAINARA SANTOS ,10,*,,*,,,-,-,-1,-,-,-,-,-,.,.,1,1,-,-,0%,-,HINODE BARUERI
432,AMANDA  FRANCISCO,13,5,5,5,,,11,6,9,9,-,1,7,-,71%,43%,23,-,2,9,39%,1,HINODE BARUERI
432,SARA SILVA,14,*,*,*,,,3,1,3,-,-,-,-,-,.,.,5,-,-,3,60%,-,HINODE BARUERI
432,JUMA   SILVA,16,*,*,*,,,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
432,KATARZYNA SKOWRONSKA,17,4,4,4,,,13,4,10,7,-,-,-,-,.,.,23,1,2,11,48%,2,HINODE BARUERI
432,ELINA RODRIGUEZ,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
432,MAYHARA SILVA ,,4,3,4,,,7,2,4,7,2,-,1,-,100%,0%,8,1,-,5,63%,2,SESC RJ
432,NATIELE GONCALVES ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESC RJ
432,KOSHELEVA TATYANA,,6,5,6,,,7,2,2,6,1,-,3,1,0%,0%,15,2,1,6,40%,1,SESC RJ
432,JUCYELE BARRETO,,1,6,1,,,7,3,7,7,-,-,-,-,.,.,9,-,-,5,56%,2,SESC RJ
432,CAROLINA LEITE ,,*,*,*,,,-,-,-1,4,1,-,-,-,.,.,-,-,-,-,.,-,SESC RJ
432,VITORIA LAGE (L),,*,*,*,,,-,-,-,-,-,-,6,-,50%,33%,-,-,-,-,.,-,SESC RJ
432,GABRIELLA SOUZA  (L),,*,*,*,,,-,-,-1,-,-,-,13,1,54%,46%,-,-,-,-,.,-,SESC RJ
432,ROBERTA RATZKE,,2,1,2,,,1,1,-,13,1,1,-,-,.,.,-,-,-,-,.,-,SESC RJ
432,KASIELY  CLEMENTE,,*,*,*,,,1,-,-3,4,2,-,1,-,100%,100%,4,-,2,1,25%,-,SESC RJ
432,MONIQUE  PAVAO,,5,4,5,,,9,1,3,12,-,-,23,1,70%,48%,21,2,3,9,43%,-,SESC RJ
432,ISABEL YONKAIRA,,3,2,3,,,11,3,-,7,4,-,18,3,39%,11%,25,2,2,11,44%,-,SESC RJ
432,MIKAELLA COSTA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESC RJ
432,LINDA JESSICA COSTA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESC RJ
432,ANA BEATRIZ  CORREA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESC RJ
433,DIANA DUARTE,2,,,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,DAYANA SEGOVIA,3,4,5,4,5,,23,10,14,10,-,-,-,-,.,.,36,2,7,20,56%,3,SAO CRISTOVAO SAUDE SAO CAETANO
433,KARINA  BARBOSA,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,FERNANDA ISIS DA SILVA,6,3,4,3,4,,15,3,10,16,2,1,1,-,0%,0%,28,-,3,13,46%,1,SAO CRISTOVAO SAUDE SAO CAETANO
433,FERNANDA TOMÉ,8,5,6,5,6,,16,7,13,9,-,-,18,-,67%,61%,34,2,1,12,35%,4,SAO CRISTOVAO SAUDE SAO CAETANO
433,FLAVIA ASSIS,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,DAYSE FIGUEIREDO,10,6,1,6,1,,10,4,9,12,-,-,19,1,58%,42%,14,-,-,7,50%,3,SAO CRISTOVAO SAUDE SAO CAETANO
433,ANDRESSA KRACHEFSKI (L),11,*,*,*,*,,-,-,-3,-,-,-,20,3,65%,40%,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,ANA FLAVIA GALVÃO,13,*,*,,*,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,SONALY   CIDRÃO ,14,2,3,2,3,,9,5,4,21,-,-,24,-,54%,42%,27,2,3,7,26%,2,SAO CRISTOVAO SAUDE SAO CAETANO
433,MARIA ALEJANDRA VERHELEST,15,1,2,1,2,,1,-,1,17,-,-,-,-,.,.,2,-,-,-,0%,1,SAO CRISTOVAO SAUDE SAO CAETANO
433,PAULINA  DE SOUZA,17,*,,*,,,1,1,-,6,-,1,3,1,67%,67%,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,KISY  CESARIO,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,MARIA EDUARDA OLIVEIRA,20,*,*,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
433,ROSANE MAGGIONI,,6,1,,*,,2,-,2,9,-,-,1,-,0%,0%,3,-,-,2,67%,-,VOLEI BALNEARIO CAMBORIU
433,JULIANA ODILON (L),,,*,,,,1,-,1,-,-,-,-,-,.,.,1,-,-,1,100%,-,VOLEI BALNEARIO CAMBORIU
433,LAIZA FERREIRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
433,ARIELE FERREIRA ,,4,5,6,5,,10,1,-,12,-,-,25,-,44%,16%,30,5,5,10,33%,-,VOLEI BALNEARIO CAMBORIU
433,PRISCILA  HELDES,,*,*,2,1,,2,2,1,20,1,2,-,-,.,.,1,-,-,-,0%,-,VOLEI BALNEARIO CAMBORIU
433,RAQUEL LOFF,,*,*,,*,,2,2,1,4,-,-,-,-,.,.,2,1,-,1,50%,1,VOLEI BALNEARIO CAMBORIU
433,IVNA COLOMBO IVNA,,3,4,5,4,,23,9,13,10,-,1,1,-,100%,100%,54,4,6,20,37%,2,VOLEI BALNEARIO CAMBORIU
433,PAULA MOHR,,1,2,3,2,,16,4,8,17,2,1,55,2,45%,29%,31,3,1,14,45%,1,VOLEI BALNEARIO CAMBORIU
433,ARIANE HELENA,,*,*,,*,,2,1,-,1,1,-,-,-,.,.,4,-,1,2,50%,-,VOLEI BALNEARIO CAMBORIU
433,ADRIANI  VILVERT ,,5,6,1,6,,12,5,9,14,3,1,-,-,.,.,11,-,-,7,64%,4,VOLEI BALNEARIO CAMBORIU
433,GUTH ANA PÁULA ,,2,3,4,3,,10,5,8,6,1,-,-,-,.,.,9,-,1,4,44%,6,VOLEI BALNEARIO CAMBORIU
433,SILVANA PAPINI (L),,*,*,*,*,,-,-,-,-,-,-,10,-,50%,40%,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
434,ROBERTA SILVA ROBERTA,1,5,5,5,6,,9,3,7,12,1,-,-,-,.,.,15,-,1,7,47%,2,ESPORTE CLUBE PINHEIROS
434,FRANCINE TOMAZONI,2,,,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,AMANDA  RODRIGUES,3,*,,*,,,-,-,-,5,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,LORENA VIEZEL,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,NATALIA DANIELSKI,5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,ALINE SILVA ALINE,6,2,2,,,,5,2,4,4,1,-,1,-,0%,0%,3,-,-,3,100%,2,ESPORTE CLUBE PINHEIROS
434,LORRAYNA MARYS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,PAYNE  KELSIE ,8,3,3,*,*,,8,1,7,3,-,-,-,-,.,.,15,1,-,7,47%,1,ESPORTE CLUBE PINHEIROS
434,LYARA BATISTA,9,6,6,6,1,,2,1,2,17,-,1,-,-,.,.,3,-,-,1,33%,-,ESPORTE CLUBE PINHEIROS
434,MARI CASSEMIRO,10,*,*,3,4,,1,-,-3,7,1,-,22,-,59%,36%,16,1,2,1,6%,-,ESPORTE CLUBE PINHEIROS
434,CLARISSE PEIXOTO,11,1,1,1,2,,11,3,3,25,1,1,34,2,59%,32%,32,-,5,10,31%,-,ESPORTE CLUBE PINHEIROS
434,ÁLVAREZ  HERRERA ,12,4,4,4,5,,19,7,5,13,2,1,11,-,55%,45%,50,5,7,16,32%,2,ESPORTE CLUBE PINHEIROS
434,LETICIA HEMELLY (L),13,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,JULIANA PERDIGÃO (L),14,*,*,*,*,,-,-,-1,-,-,-,25,1,64%,44%,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,CAMILA BARBOSA,15,,*,2,3,,9,3,7,7,1,-,1,-,100%,0%,13,1,-,6,46%,3,ESPORTE CLUBE PINHEIROS
434,PIETRA JUKOSKI PIETRA,16,*,,*,,,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
434,ELIS BENTO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,CURITIBA VÔLEI
434,TALIA  COSTA,,*,*,*,,,3,-,1,3,1,-,-,-,.,.,4,1,-,3,75%,-,CURITIBA VÔLEI
434,MARIANA  AQUINO,,5,3,,,,4,2,3,5,-,-,-,-,.,.,6,1,-,2,33%,2,CURITIBA VÔLEI
434,ANA  CAMARGO (L),,*,*,*,*,,-,-,-,-,-,-,14,-,71%,64%,-,-,-,-,.,-,CURITIBA VÔLEI
434,ANA CRISTINA VILELA PORTO ,,3,1,3,3,,2,2,1,21,1,1,-,-,.,.,1,-,-,-,0%,1,CURITIBA VÔLEI
434,VALESKA  MENEZES,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,CURITIBA VÔLEI
434,ALINE WIME SIQUEIRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,CURITIBA VÔLEI
434,VIVIANE  GOES,,,*,5,5,,11,7,10,9,-,1,-,-,.,.,11,1,-,7,64%,3,CURITIBA VÔLEI
434,LASCANO JULIENTA,,2,6,2,2,,12,4,7,19,1,-,-,-,.,.,19,4,-,8,42%,4,CURITIBA VÔLEI
434,SABRINA  MACHADO,,6,4,6,6,,18,12,11,11,-,1,1,-,100%,0%,37,3,4,12,32%,5,CURITIBA VÔLEI
434,MARIANA GALON,,*,*,*,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,CURITIBA VÔLEI
434,PRISCILA SOUZA,,1,5,1,1,,20,4,14,12,1,-,35,2,63%,46%,37,1,2,19,51%,1,CURITIBA VÔLEI
434,ISABELA PAQUIARDI,,4,2,4,4,,10,2,2,17,1,-,37,1,73%,49%,38,3,3,10,26%,-,CURITIBA VÔLEI
434,JULIANA PAES JULIANA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,CURITIBA VÔLEI
431,NAIANE RIOS ,3,,*,*,,,1,1,1,2,-,1,-,-,.,.,1,-,-,-,0%,-,SESI VOLEI BAURU
431,LARA SANTOS,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
431,GLAYCE VASCONCELOS ,5,,*,,,,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
431,GABRIELA CANDIDO,6,,,*,,,1,1,-1,1,1,-,3,1,67%,67%,1,-,-,1,100%,-,SESI VOLEI BAURU
431,SARAELEN LIMA,7,4,4,4,,,12,5,10,8,1,-,-,-,.,.,11,1,-,8,73%,4,SESI VOLEI BAURU
431,EDINARA BRANCHER,9,,*,*,,,3,2,3,6,-,2,-,-,.,.,3,-,-,1,33%,-,SESI VOLEI BAURU
431,TIFANNY ABREU ,10,3,3,3,,,13,7,9,9,1,-,9,-,78%,44%,20,1,2,10,50%,3,SESI VOLEI BAURU
431,ANDRESSA  PICUSSA ,12,1,1,1,,,9,8,6,13,2,1,-,-,.,.,10,-,1,6,60%,2,SESI VOLEI BAURU
431,VALENTINA DIOUF,13,5,5,5,,,13,3,9,8,-,-,-,-,.,.,23,2,2,12,52%,1,SESI VOLEI BAURU
431,JOSEFA FABIOLA ALVES,14,2,2,2,,,-,-,-3,13,2,-,1,-,100%,0%,3,1,-,-,0%,-,SESI VOLEI BAURU
431,VANESSA JANKE,16,6,6,6,,,7,3,3,10,-,1,19,1,37%,32%,15,1,2,6,40%,-,SESI VOLEI BAURU
431,JULIA DIAS  (L),17,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
431,TASSIA  STHAEL (L),19,*,*,*,,,-,-,-,-,-,-,13,-,46%,38%,-,-,-,-,.,-,SESI VOLEI BAURU
431,ARLENE XAVIER (L),20,*,,,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
431,DANIELA TERRA (L),,*,*,*,,,-,-,-1,-,-,-,26,1,38%,35%,-,-,-,-,.,-,BRB/BRASILIA VOLEI
431,NATÁLIA SILVA,,*,*,,,,-,-,-,-,-,-,-,-,.,.,2,-,-,-,0%,-,BRB/BRASILIA VOLEI
431,ALESSANDRA SANTOS,,3,2,4,,,11,4,2,10,2,1,13,2,54%,31%,20,2,3,9,45%,1,BRB/BRASILIA VOLEI
431,FERNANDA CAMPOS FERNANDA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
431,RENATA COLOMBO,,5,4,3,,,4,1,-1,8,-,-,-,-,.,.,29,2,3,4,14%,-,BRB/BRASILIA VOLEI
431,MARIANA BARRETO,,2,1,*,,,-,-,-4,9,2,-,1,1,0%,0%,1,-,1,-,0%,-,BRB/BRASILIA VOLEI
431,NATÁLIA FERNANDES SILVA,,6,5,1,,,7,3,3,7,2,-,25,1,32%,24%,17,-,1,5,29%,2,BRB/BRASILIA VOLEI
431,ANGELICA MALINVERNO,,1,6,5,,,3,1,-1,7,1,-,-,-,.,.,7,1,2,2,29%,1,BRB/BRASILIA VOLEI
431,EMILCE SOSA EMILCE,,4,3,2,,,7,2,7,10,-,2,-,-,.,.,6,-,-,2,33%,3,BRB/BRASILIA VOLEI
431,GABRIELLE LIMA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
431,EDUARDA SILVA EDUARDA (L),,,*,,,,-,-,-,-,-,-,-,-,.,.,1,-,-,-,0%,-,BRB/BRASILIA VOLEI
431,DIANA MAXIMILIANO  DIANA,,*,*,6,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
431,EDUARDA MACEDO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
435,WALEWSKA  OLIVEIRA,1,2,2,2,,,10,3,6,14,1,1,-,-,.,.,13,-,3,5,38%,4,OSASCO VOLEIBOL CLUBE/AUDAX
435,CAROLINA ALBUQUERQUE,2,*,*,6,,,1,-,1,5,-,-,-,-,.,.,2,-,-,-,0%,1,OSASCO VOLEIBOL CLUBE/AUDAX
435,PAULA PEQUENO,4,,*,*,,,-,-,-3,1,1,-,4,1,50%,0%,1,1,-,-,0%,-,OSASCO VOLEIBOL CLUBE/AUDAX
